frequency (Hz),magnitude L (dB),phase L (deg),magnitude R (dB),phase R (deg)
30027.8252,0.7936,-41.5133,0.7936,-41.5133
30039.5411,0.7875,-41.4812,0.7875,-41.4812
30051.2570,0.7814,-41.4492,0.7814,-41.4492
30062.9729,0.7752,-41.4172,0.7752,-41.4172
30074.6888,0.7691,-41.3851,0.7691,-41.3851
30086.4047,0.7631,-41.3532,0.7631,-41.3532
30098.1206,0.7570,-41.3212,0.7570,-41.3212
30109.8365,0.7509,-41.2893,0.7509,-41.2893
30121.5524,0.7449,-41.2574,0.7449,-41.2574
30133.2682,0.7388,-41.2255,0.7388,-41.2255
30144.9841,0.7328,-41.1936,0.7328,-41.1936
30156.7000,0.7268,-41.1617,0.7268,-41.1617
30168.4159,0.7207,-41.1299,0.7207,-41.1299
30180.1318,0.7148,-41.0980,0.7148,-41.0980
30191.8477,0.7088,-41.0662,0.7088,-41.0662
30203.5636,0.7028,-41.0344,0.7028,-41.0344
30215.2795,0.6968,-41.0027,0.6968,-41.0027
30226.9954,0.6909,-40.9709,0.6909,-40.9709
30238.7113,0.6849,-40.9392,0.6849,-40.9392
30250.4271,0.6790,-40.9075,0.6790,-40.9075
30262.1430,0.6731,-40.8758,0.6731,-40.8758
30273.8589,0.6672,-40.8441,0.6672,-40.8441
30285.5748,0.6613,-40.8124,0.6613,-40.8124
30297.2907,0.6554,-40.7808,0.6554,-40.7808
30309.0066,0.6495,-40.7491,0.6495,-40.7491
30320.7225,0.6436,-40.7175,0.6436,-40.7175
30332.4384,0.6378,-40.6859,0.6378,-40.6859
30344.1543,0.6319,-40.6544,0.6319,-40.6544
30355.8701,0.6261,-40.6228,0.6261,-40.6228
30367.5860,0.6203,-40.5913,0.6203,-40.5913
30379.3019,0.6145,-40.5598,0.6145,-40.5598
30391.0178,0.6087,-40.5283,0.6087,-40.5283
30402.7337,0.6029,-40.4968,0.6029,-40.4968
30414.4496,0.5971,-40.4653,0.5971,-40.4653
30426.1655,0.5913,-40.4338,0.5913,-40.4338
30437.8814,0.5855,-40.4024,0.5855,-40.4024
30449.5973,0.5798,-40.3710,0.5798,-40.3710
30461.3132,0.5741,-40.3396,0.5741,-40.3396
30473.0290,0.5683,-40.3082,0.5683,-40.3082
30484.7449,0.5626,-40.2768,0.5626,-40.2768
30496.4608,0.5569,-40.2455,0.5569,-40.2455
30508.1767,0.5512,-40.2141,0.5512,-40.2141
30519.8926,0.5455,-40.1828,0.5455,-40.1828
30531.6085,0.5398,-40.1515,0.5398,-40.1515
30543.3244,0.5342,-40.1202,0.5342,-40.1202
30555.0403,0.5285,-40.0889,0.5285,-40.0889
30566.7562,0.5229,-40.0577,0.5229,-40.0577
30578.4721,0.5172,-40.0264,0.5172,-40.0264
30590.1879,0.5116,-39.9952,0.5116,-39.9952
30601.9038,0.5060,-39.9640,0.5060,-39.9640
30613.6197,0.5004,-39.9328,0.5004,-39.9328
30625.3356,0.4948,-39.9017,0.4948,-39.9017
30637.0515,0.4892,-39.8705,0.4892,-39.8705
30648.7674,0.4836,-39.8393,0.4836,-39.8393
30660.4833,0.4780,-39.8082,0.4780,-39.8082
30672.1992,0.4725,-39.7771,0.4725,-39.7771
30683.9151,0.4669,-39.7460,0.4669,-39.7460
30695.6309,0.4614,-39.7149,0.4614,-39.7149
30707.3468,0.4559,-39.6839,0.4559,-39.6839
30719.0627,0.4503,-39.6528,0.4503,-39.6528
30730.7786,0.4448,-39.6218,0.4448,-39.6218
30742.4945,0.4393,-39.5908,0.4393,-39.5908
30754.2104,0.4339,-39.5598,0.4339,-39.5598
30765.9263,0.4284,-39.5288,0.4284,-39.5288
30777.6422,0.4229,-39.4978,0.4229,-39.4978
30789.3581,0.4174,-39.4669,0.4174,-39.4669
30801.0740,0.4120,-39.4359,0.4120,-39.4359
30812.7898,0.4065,-39.4050,0.4065,-39.4050
30824.5057,0.4011,-39.3741,0.4011,-39.3741
30836.2216,0.3957,-39.3432,0.3957,-39.3432
30847.9375,0.3903,-39.3123,0.3903,-39.3123
30859.6534,0.3849,-39.2814,0.3849,-39.2814
30871.3693,0.3795,-39.2506,0.3795,-39.2506
30883.0852,0.3741,-39.2198,0.3741,-39.2198
30894.8011,0.3687,-39.1889,0.3687,-39.1889
30906.5170,0.3633,-39.1581,0.3633,-39.1581
30918.2329,0.3580,-39.1274,0.3580,-39.1274
30929.9487,0.3526,-39.0965,0.3526,-39.0965
30941.6646,0.3473,-39.0658,0.3473,-39.0658
30953.3805,0.3420,-39.0350,0.3420,-39.0350
30965.0964,0.3366,-39.0043,0.3366,-39.0043
30976.8123,0.3313,-38.9736,0.3313,-38.9736
30988.5282,0.3260,-38.9429,0.3260,-38.9429
31000.2441,0.3207,-38.9122,0.3207,-38.9122
31011.9600,0.3155,-38.8815,0.3155,-38.8815
31023.6759,0.3102,-38.8509,0.3102,-38.8509
31035.3918,0.3049,-38.8202,0.3049,-38.8202
31047.1076,0.2997,-38.7896,0.2997,-38.7896
31058.8235,0.2944,-38.7589,0.2944,-38.7589
31070.5394,0.2892,-38.7283,0.2892,-38.7283
31082.2553,0.2839,-38.6977,0.2839,-38.6977
31093.9712,0.2787,-38.6672,0.2787,-38.6672
31105.6871,0.2735,-38.6366,0.2735,-38.6366
31117.4030,0.2683,-38.6060,0.2683,-38.6060
31129.1189,0.2631,-38.5755,0.2631,-38.5755
31140.8348,0.2579,-38.5450,0.2579,-38.5450
31152.5506,0.2527,-38.5145,0.2527,-38.5145
31164.2665,0.2476,-38.4840,0.2476,-38.4840
31175.9824,0.2424,-38.4535,0.2424,-38.4535
31187.6983,0.2373,-38.4231,0.2373,-38.4231
31199.4142,0.2321,-38.3926,0.2321,-38.3926
31211.1301,0.2270,-38.3621,0.2270,-38.3621
31222.8460,0.2219,-38.3317,0.2219,-38.3317
31234.5619,0.2167,-38.3013,0.2167,-38.3013
31246.2778,0.2116,-38.2709,0.2116,-38.2709
31257.9937,0.2065,-38.2405,0.2065,-38.2405
31269.7095,0.2014,-38.2101,0.2014,-38.2101
31281.4254,0.1964,-38.1798,0.1964,-38.1798
31293.1413,0.1913,-38.1494,0.1913,-38.1494
31304.8572,0.1862,-38.1191,0.1862,-38.1191
31316.5731,0.1812,-38.0888,0.1812,-38.0888
31328.2890,0.1761,-38.0584,0.1761,-38.0584
31340.0049,0.1711,-38.0281,0.1711,-38.0281
31351.7208,0.1660,-37.9979,0.1660,-37.9979
31363.4367,0.1610,-37.9676,0.1610,-37.9676
31375.1526,0.1560,-37.9373,0.1560,-37.9373
31386.8684,0.1510,-37.9071,0.1510,-37.9071
31398.5843,0.1460,-37.8769,0.1460,-37.8769
31410.3002,0.1410,-37.8466,0.1410,-37.8466
31422.0161,0.1360,-37.8164,0.1360,-37.8164
31433.7320,0.1311,-37.7862,0.1311,-37.7862
31445.4479,0.1261,-37.7560,0.1261,-37.7560
31457.1638,0.1211,-37.7258,0.1211,-37.7258
31468.8797,0.1162,-37.6957,0.1162,-37.6957
31480.5956,0.1113,-37.6656,0.1113,-37.6656
31492.3114,0.1063,-37.6354,0.1063,-37.6354
31504.0273,0.1014,-37.6053,0.1014,-37.6053
31515.7432,0.0965,-37.5752,0.0965,-37.5752
31527.4591,0.0916,-37.5451,0.0916,-37.5451
31539.1750,0.0867,-37.5150,0.0867,-37.5150
31550.8909,0.0818,-37.4850,0.0818,-37.4850
31562.6068,0.0769,-37.4549,0.0769,-37.4549
31574.3227,0.0720,-37.4249,0.0720,-37.4249
31586.0386,0.0672,-37.3948,0.0672,-37.3948
31597.7545,0.0623,-37.3648,0.0623,-37.3648
31609.4703,0.0574,-37.3348,0.0574,-37.3348
31621.1862,0.0526,-37.3048,0.0526,-37.3048
31632.9021,0.0478,-37.2748,0.0478,-37.2748
31644.6180,0.0429,-37.2448,0.0429,-37.2448
31656.3339,0.0381,-37.2149,0.0381,-37.2149
31668.0498,0.0333,-37.1849,0.0333,-37.1849
31679.7657,0.0285,-37.1550,0.0285,-37.1550
31691.4816,0.0237,-37.1250,0.0237,-37.1250
31703.1975,0.0189,-37.0951,0.0189,-37.0951
31714.9134,0.0141,-37.0652,0.0141,-37.0652
31726.6292,0.0094,-37.0353,0.0094,-37.0353
31738.3451,0.0046,-37.0055,0.0046,-37.0055
31750.0610,-0.0002,-36.9756,-0.0002,-36.9756
31761.7769,-0.0049,-36.9457,-0.0049,-36.9457
31773.4928,-0.0097,-36.9159,-0.0097,-36.9159
31785.2087,-0.0144,-36.8860,-0.0144,-36.8860
31796.9246,-0.0191,-36.8562,-0.0191,-36.8562
31808.6405,-0.0238,-36.8264,-0.0238,-36.8264
31820.3564,-0.0286,-36.7966,-0.0286,-36.7966
31832.0722,-0.0333,-36.7668,-0.0333,-36.7668
31843.7881,-0.0380,-36.7370,-0.0380,-36.7370
31855.5040,-0.0426,-36.7072,-0.0426,-36.7072
31867.2199,-0.0473,-36.6775,-0.0473,-36.6775
31878.9358,-0.0520,-36.6478,-0.0520,-36.6478
31890.6517,-0.0567,-36.6180,-0.0567,-36.6180
31902.3676,-0.0613,-36.5883,-0.0613,-36.5883
31914.0835,-0.0660,-36.5586,-0.0660,-36.5586
31925.7994,-0.0706,-36.5289,-0.0706,-36.5289
31937.5153,-0.0753,-36.4992,-0.0753,-36.4992
31949.2311,-0.0799,-36.4695,-0.0799,-36.4695
31960.9470,-0.0845,-36.4398,-0.0845,-36.4398
31972.6629,-0.0891,-36.4102,-0.0891,-36.4102
31984.3788,-0.0937,-36.3806,-0.0937,-36.3806
31996.0947,-0.0983,-36.3509,-0.0983,-36.3509
32007.8106,-0.1029,-36.3213,-0.1029,-36.3213
32019.5265,-0.1075,-36.2917,-0.1075,-36.2917
32031.2424,-0.1121,-36.2621,-0.1121,-36.2621
32042.9583,-0.1167,-36.2325,-0.1167,-36.2325
32054.6742,-0.1212,-36.2029,-0.1212,-36.2029
32066.3900,-0.1258,-36.1733,-0.1258,-36.1733
32078.1059,-0.1303,-36.1438,-0.1303,-36.1438
32089.8218,-0.1349,-36.1142,-0.1349,-36.1142
32101.5377,-0.1394,-36.0847,-0.1394,-36.0847
32113.2536,-0.1439,-36.0552,-0.1439,-36.0552
32124.9695,-0.1485,-36.0256,-0.1485,-36.0256
32136.6854,-0.1530,-35.9961,-0.1530,-35.9961
32148.4013,-0.1575,-35.9666,-0.1575,-35.9666
32160.1172,-0.1620,-35.9371,-0.1620,-35.9371
32171.8330,-0.1665,-35.9077,-0.1665,-35.9077
32183.5489,-0.1709,-35.8782,-0.1709,-35.8782
32195.2648,-0.1754,-35.8487,-0.1754,-35.8487
32206.9807,-0.1799,-35.8193,-0.1799,-35.8193
32218.6966,-0.1844,-35.7899,-0.1844,-35.7899
32230.4125,-0.1888,-35.7604,-0.1888,-35.7604
32242.1284,-0.1933,-35.7310,-0.1933,-35.7310
32253.8443,-0.1977,-35.7016,-0.1977,-35.7016
32265.5602,-0.2021,-35.6722,-0.2021,-35.6722
32277.2761,-0.2066,-35.6429,-0.2066,-35.6429
32288.9919,-0.2110,-35.6135,-0.2110,-35.6135
32300.7078,-0.2154,-35.5841,-0.2154,-35.5841
32312.4237,-0.2198,-35.5548,-0.2198,-35.5548
32324.1396,-0.2242,-35.5254,-0.2242,-35.5254
32335.8555,-0.2286,-35.4961,-0.2286,-35.4961
32347.5714,-0.2330,-35.4668,-0.2330,-35.4668
32359.2873,-0.2374,-35.4374,-0.2374,-35.4374
32371.0032,-0.2418,-35.4081,-0.2418,-35.4081
32382.7191,-0.2461,-35.3788,-0.2461,-35.3788
32394.4350,-0.2505,-35.3495,-0.2505,-35.3495
32406.1508,-0.2548,-35.3203,-0.2548,-35.3203
32417.8667,-0.2592,-35.2910,-0.2592,-35.2910
32429.5826,-0.2635,-35.2617,-0.2635,-35.2617
32441.2985,-0.2679,-35.2325,-0.2679,-35.2325
32453.0144,-0.2722,-35.2032,-0.2722,-35.2032
32464.7303,-0.2765,-35.1740,-0.2765,-35.1740
32476.4462,-0.2808,-35.1448,-0.2808,-35.1448
32488.1621,-0.2851,-35.1156,-0.2851,-35.1156
32499.8780,-0.2894,-35.0864,-0.2894,-35.0864
32511.5938,-0.2937,-35.0572,-0.2937,-35.0572
32523.3097,-0.2980,-35.0280,-0.2980,-35.0280
32535.0256,-0.3023,-34.9989,-0.3023,-34.9989
32546.7415,-0.3065,-34.9697,-0.3065,-34.9697
32558.4574,-0.3108,-34.9406,-0.3108,-34.9406
32570.1733,-0.3151,-34.9114,-0.3151,-34.9114
32581.8892,-0.3193,-34.8823,-0.3193,-34.8823
32593.6051,-0.3236,-34.8531,-0.3236,-34.8531
32605.3210,-0.3278,-34.8240,-0.3278,-34.8240
32617.0369,-0.3320,-34.7949,-0.3320,-34.7949
32628.7527,-0.3363,-34.7658,-0.3363,-34.7658
32640.4686,-0.3405,-34.7368,-0.3405,-34.7368
32652.1845,-0.3447,-34.7077,-0.3447,-34.7077
32663.9004,-0.3489,-34.6786,-0.3489,-34.6786
32675.6163,-0.3531,-34.6495,-0.3531,-34.6495
32687.3322,-0.3573,-34.6205,-0.3573,-34.6205
32699.0481,-0.3615,-34.5914,-0.3615,-34.5914
32710.7640,-0.3657,-34.5624,-0.3657,-34.5624
32722.4799,-0.3699,-34.5334,-0.3699,-34.5334
32734.1958,-0.3740,-34.5044,-0.3740,-34.5044
32745.9116,-0.3782,-34.4754,-0.3782,-34.4754
32757.6275,-0.3823,-34.4464,-0.3823,-34.4464
32769.3434,-0.3865,-34.4174,-0.3865,-34.4174
32781.0593,-0.3906,-34.3884,-0.3906,-34.3884
32792.7752,-0.3948,-34.3594,-0.3948,-34.3594
32804.4911,-0.3989,-34.3305,-0.3989,-34.3305
32816.2070,-0.4030,-34.3015,-0.4030,-34.3015
32827.9229,-0.4072,-34.2726,-0.4072,-34.2726
32839.6388,-0.4113,-34.2436,-0.4113,-34.2436
32851.3546,-0.4154,-34.2147,-0.4154,-34.2147
32863.0705,-0.4195,-34.1858,-0.4195,-34.1858
32874.7864,-0.4236,-34.1569,-0.4236,-34.1569
32886.5023,-0.4276,-34.1280,-0.4276,-34.1280
32898.2182,-0.4317,-34.0991,-0.4317,-34.0991
32909.9341,-0.4358,-34.0702,-0.4358,-34.0702
32921.6500,-0.4399,-34.0413,-0.4399,-34.0413
32933.3659,-0.4439,-34.0124,-0.4439,-34.0124
32945.0818,-0.4480,-33.9836,-0.4480,-33.9836
32956.7977,-0.4520,-33.9547,-0.4520,-33.9547
32968.5135,-0.4561,-33.9259,-0.4561,-33.9259
32980.2294,-0.4601,-33.8971,-0.4601,-33.8971
32991.9453,-0.4642,-33.8682,-0.4642,-33.8682
33003.6612,-0.4682,-33.8395,-0.4682,-33.8395
33015.3771,-0.4722,-33.8106,-0.4722,-33.8106
33027.0930,-0.4762,-33.7818,-0.4762,-33.7818
33038.8089,-0.4802,-33.7531,-0.4802,-33.7531
33050.5248,-0.4842,-33.7243,-0.4842,-33.7243
33062.2407,-0.4882,-33.6955,-0.4882,-33.6955
33073.9566,-0.4922,-33.6667,-0.4922,-33.6667
33085.6724,-0.4962,-33.6380,-0.4962,-33.6380
33097.3883,-0.5002,-33.6092,-0.5002,-33.6092
33109.1042,-0.5041,-33.5805,-0.5041,-33.5805
33120.8201,-0.5081,-33.5517,-0.5081,-33.5517
33132.5360,-0.5121,-33.5230,-0.5121,-33.5230
33144.2519,-0.5160,-33.4943,-0.5160,-33.4943
33155.9678,-0.5200,-33.4656,-0.5200,-33.4656
33167.6837,-0.5239,-33.4369,-0.5239,-33.4369
33179.3996,-0.5278,-33.4082,-0.5278,-33.4082
33191.1155,-0.5318,-33.3795,-0.5318,-33.3795
33202.8313,-0.5357,-33.3508,-0.5357,-33.3508
33214.5472,-0.5396,-33.3222,-0.5396,-33.3222
33226.2631,-0.5435,-33.2935,-0.5435,-33.2935
33237.9790,-0.5474,-33.2648,-0.5474,-33.2648
33249.6949,-0.5513,-33.2362,-0.5513,-33.2362
33261.4108,-0.5552,-33.2076,-0.5552,-33.2076
33273.1267,-0.5591,-33.1789,-0.5591,-33.1789
33284.8426,-0.5630,-33.1503,-0.5630,-33.1503
33296.5585,-0.5669,-33.1217,-0.5669,-33.1217
33308.2743,-0.5707,-33.0931,-0.5707,-33.0931
33319.9902,-0.5746,-33.0645,-0.5746,-33.0645
33331.7061,-0.5785,-33.0359,-0.5785,-33.0359
33343.4220,-0.5823,-33.0073,-0.5823,-33.0073
33355.1379,-0.5862,-32.9787,-0.5862,-32.9787
33366.8538,-0.5900,-32.9502,-0.5900,-32.9502
33378.5697,-0.5939,-32.9216,-0.5939,-32.9216
33390.2856,-0.5977,-32.8931,-0.5977,-32.8931
33402.0015,-0.6015,-32.8645,-0.6015,-32.8645
33413.7174,-0.6053,-32.8360,-0.6053,-32.8360
33425.4332,-0.6091,-32.8075,-0.6091,-32.8075
33437.1491,-0.6130,-32.7789,-0.6130,-32.7789
33448.8650,-0.6168,-32.7504,-0.6168,-32.7504
33460.5809,-0.6206,-32.7219,-0.6206,-32.7219
33472.2968,-0.6243,-32.6934,-0.6243,-32.6934
33484.0127,-0.6281,-32.6649,-0.6281,-32.6649
33495.7286,-0.6319,-32.6365,-0.6319,-32.6365
33507.4445,-0.6357,-32.6080,-0.6357,-32.6080
33519.1604,-0.6395,-32.5795,-0.6395,-32.5795
33530.8763,-0.6432,-32.5510,-0.6432,-32.5510
33542.5921,-0.6470,-32.5226,-0.6470,-32.5226
33554.3080,-0.6507,-32.4941,-0.6507,-32.4941
33566.0239,-0.6545,-32.4657,-0.6545,-32.4657
33577.7398,-0.6582,-32.4373,-0.6582,-32.4373
33589.4557,-0.6619,-32.4088,-0.6619,-32.4088
33601.1716,-0.6657,-32.3804,-0.6657,-32.3804
33612.8875,-0.6694,-32.3520,-0.6694,-32.3520
33624.6034,-0.6731,-32.3236,-0.6731,-32.3236
33636.3193,-0.6768,-32.2953,-0.6768,-32.2953
33648.0351,-0.6805,-32.2669,-0.6805,-32.2669
33659.7510,-0.6843,-32.2385,-0.6843,-32.2385
33671.4669,-0.6879,-32.2101,-0.6879,-32.2101
33683.1828,-0.6916,-32.1817,-0.6916,-32.1817
33694.8987,-0.6953,-32.1533,-0.6953,-32.1533
33706.6146,-0.6990,-32.1250,-0.6990,-32.1250
33718.3305,-0.7027,-32.0966,-0.7027,-32.0966
33730.0464,-0.7063,-32.0683,-0.7063,-32.0683
33741.7623,-0.7100,-32.0400,-0.7100,-32.0400
33753.4782,-0.7137,-32.0117,-0.7137,-32.0117
33765.1940,-0.7173,-31.9833,-0.7173,-31.9833
33776.9099,-0.7210,-31.9550,-0.7210,-31.9550
33788.6258,-0.7246,-31.9267,-0.7246,-31.9267
33800.3417,-0.7283,-31.8984,-0.7283,-31.8984
33812.0576,-0.7319,-31.8701,-0.7319,-31.8701
33823.7735,-0.7355,-31.8419,-0.7355,-31.8419
33835.4894,-0.7391,-31.8136,-0.7391,-31.8136
33847.2053,-0.7428,-31.7853,-0.7428,-31.7853
33858.9212,-0.7464,-31.7571,-0.7464,-31.7571
33870.6371,-0.7500,-31.7288,-0.7500,-31.7288
33882.3529,-0.7536,-31.7006,-0.7536,-31.7006
33894.0688,-0.7572,-31.6723,-0.7572,-31.6723
33905.7847,-0.7608,-31.6441,-0.7608,-31.6441
33917.5006,-0.7643,-31.6159,-0.7643,-31.6159
33929.2165,-0.7679,-31.5876,-0.7679,-31.5876
33940.9324,-0.7715,-31.5594,-0.7715,-31.5594
33952.6483,-0.7751,-31.5312,-0.7751,-31.5312
33964.3642,-0.7786,-31.5030,-0.7786,-31.5030
33976.0801,-0.7822,-31.4748,-0.7822,-31.4748
33987.7959,-0.7857,-31.4467,-0.7857,-31.4467
33999.5118,-0.7893,-31.4185,-0.7893,-31.4185
34011.2277,-0.7928,-31.3903,-0.7928,-31.3903
34022.9436,-0.7964,-31.3621,-0.7964,-31.3621
34034.6595,-0.7999,-31.3340,-0.7999,-31.3340
34046.3754,-0.8034,-31.3058,-0.8034,-31.3058
34058.0913,-0.8069,-31.2777,-0.8069,-31.2777
34069.8072,-0.8105,-31.2495,-0.8105,-31.2495
34081.5231,-0.8140,-31.2214,-0.8140,-31.2214
34093.2390,-0.8175,-31.1932,-0.8175,-31.1932
34104.9548,-0.8210,-31.1651,-0.8210,-31.1651
34116.6707,-0.8245,-31.1370,-0.8245,-31.1370
34128.3866,-0.8280,-31.1089,-0.8280,-31.1089
34140.1025,-0.8315,-31.0808,-0.8315,-31.0808
34151.8184,-0.8349,-31.0527,-0.8349,-31.0527
34163.5343,-0.8384,-31.0247,-0.8384,-31.0247
34175.2502,-0.8419,-30.9966,-0.8419,-30.9966
34186.9661,-0.8454,-30.9685,-0.8454,-30.9685
34198.6820,-0.8488,-30.9404,-0.8488,-30.9404
34210.3979,-0.8523,-30.9123,-0.8523,-30.9123
34222.1137,-0.8557,-30.8843,-0.8557,-30.8843
34233.8296,-0.8592,-30.8562,-0.8592,-30.8562
34245.5455,-0.8626,-30.8282,-0.8626,-30.8282
34257.2614,-0.8660,-30.8001,-0.8660,-30.8001
34268.9773,-0.8695,-30.7721,-0.8695,-30.7721
34280.6932,-0.8729,-30.7441,-0.8729,-30.7441
34292.4091,-0.8763,-30.7161,-0.8763,-30.7161
34304.1250,-0.8797,-30.6880,-0.8797,-30.6880
34315.8409,-0.8831,-30.6600,-0.8831,-30.6600
34327.5567,-0.8866,-30.6320,-0.8866,-30.6320
34339.2726,-0.8900,-30.6040,-0.8900,-30.6040
34350.9885,-0.8933,-30.5761,-0.8933,-30.5761
34362.7044,-0.8967,-30.5481,-0.8967,-30.5481
34374.4203,-0.9001,-30.5201,-0.9001,-30.5201
34386.1362,-0.9035,-30.4922,-0.9035,-30.4922
34397.8521,-0.9069,-30.4642,-0.9069,-30.4642
34409.5680,-0.9103,-30.4362,-0.9103,-30.4362
34421.2839,-0.9136,-30.4082,-0.9136,-30.4082
34432.9998,-0.9170,-30.3803,-0.9170,-30.3803
34444.7156,-0.9203,-30.3524,-0.9203,-30.3524
34456.4315,-0.9237,-30.3244,-0.9237,-30.3244
34468.1474,-0.9270,-30.2965,-0.9270,-30.2965
34479.8633,-0.9304,-30.2686,-0.9304,-30.2686
34491.5792,-0.9337,-30.2407,-0.9337,-30.2407
34503.2951,-0.9371,-30.2128,-0.9371,-30.2128
34515.0110,-0.9404,-30.1849,-0.9404,-30.1849
34526.7269,-0.9437,-30.1570,-0.9437,-30.1570
34538.4428,-0.9470,-30.1291,-0.9470,-30.1291
34550.1587,-0.9503,-30.1012,-0.9503,-30.1012
34561.8745,-0.9536,-30.0733,-0.9536,-30.0733
34573.5904,-0.9569,-30.0455,-0.9569,-30.0455
34585.3063,-0.9602,-30.0176,-0.9602,-30.0176
34597.0222,-0.9635,-29.9897,-0.9635,-29.9897
34608.7381,-0.9668,-29.9619,-0.9668,-29.9619
34620.4540,-0.9701,-29.9340,-0.9701,-29.9340
34632.1699,-0.9734,-29.9061,-0.9734,-29.9061
34643.8858,-0.9767,-29.8783,-0.9767,-29.8783
34655.6017,-0.9799,-29.8505,-0.9799,-29.8505
34667.3175,-0.9832,-29.8227,-0.9832,-29.8227
34679.0334,-0.9865,-29.7948,-0.9865,-29.7948
34690.7493,-0.9897,-29.7670,-0.9897,-29.7670
34702.4652,-0.9930,-29.7392,-0.9930,-29.7392
34714.1811,-0.9962,-29.7114,-0.9962,-29.7114
34725.8970,-0.9995,-29.6836,-0.9995,-29.6836
34737.6129,-1.0027,-29.6558,-1.0027,-29.6558
34749.3288,-1.0059,-29.6280,-1.0059,-29.6280
34761.0447,-1.0092,-29.6003,-1.0092,-29.6003
34772.7606,-1.0124,-29.5725,-1.0124,-29.5725
34784.4764,-1.0156,-29.5447,-1.0156,-29.5447
34796.1923,-1.0188,-29.5169,-1.0188,-29.5169
34807.9082,-1.0220,-29.4892,-1.0220,-29.4892
34819.6241,-1.0252,-29.4614,-1.0252,-29.4614
34831.3400,-1.0284,-29.4336,-1.0284,-29.4336
34843.0559,-1.0316,-29.4059,-1.0316,-29.4059
34854.7718,-1.0348,-29.3782,-1.0348,-29.3782
34866.4877,-1.0380,-29.3504,-1.0380,-29.3504
34878.2036,-1.0412,-29.3227,-1.0412,-29.3227
34889.9195,-1.0444,-29.2950,-1.0444,-29.2950
34901.6353,-1.0475,-29.2673,-1.0475,-29.2673
34913.3512,-1.0507,-29.2396,-1.0507,-29.2396
34925.0671,-1.0539,-29.2119,-1.0539,-29.2119
34936.7830,-1.0570,-29.1842,-1.0570,-29.1842
34948.4989,-1.0602,-29.1565,-1.0602,-29.1565
34960.2148,-1.0633,-29.1288,-1.0633,-29.1288
34971.9307,-1.0665,-29.1011,-1.0665,-29.1011
34983.6466,-1.0696,-29.0734,-1.0696,-29.0734
34995.3625,-1.0728,-29.0458,-1.0728,-29.0458
35007.0784,-1.0759,-29.0181,-1.0759,-29.0181
35018.7942,-1.0790,-28.9904,-1.0790,-28.9904
35030.5101,-1.0821,-28.9628,-1.0821,-28.9628
35042.2260,-1.0853,-28.9351,-1.0853,-28.9351
35053.9419,-1.0884,-28.9075,-1.0884,-28.9075
35065.6578,-1.0915,-28.8799,-1.0915,-28.8799
35077.3737,-1.0946,-28.8522,-1.0946,-28.8522
35089.0896,-1.0977,-28.8246,-1.0977,-28.8246
35100.8055,-1.1008,-28.7970,-1.1008,-28.7970
35112.5214,-1.1039,-28.7694,-1.1039,-28.7694
35124.2372,-1.1070,-28.7417,-1.1070,-28.7417
35135.9531,-1.1100,-28.7141,-1.1100,-28.7141
35147.6690,-1.1131,-28.6865,-1.1131,-28.6865
35159.3849,-1.1162,-28.6589,-1.1162,-28.6589
35171.1008,-1.1193,-28.6313,-1.1193,-28.6313
35182.8167,-1.1223,-28.6037,-1.1223,-28.6037
35194.5326,-1.1254,-28.5762,-1.1254,-28.5762
35206.2485,-1.1284,-28.5486,-1.1284,-28.5486
35217.9644,-1.1315,-28.5210,-1.1315,-28.5210
35229.6803,-1.1345,-28.4934,-1.1345,-28.4934
35241.3961,-1.1376,-28.4659,-1.1376,-28.4659
35253.1120,-1.1406,-28.4383,-1.1406,-28.4383
35264.8279,-1.1437,-28.4108,-1.1437,-28.4108
35276.5438,-1.1467,-28.3832,-1.1467,-28.3832
35288.2597,-1.1497,-28.3557,-1.1497,-28.3557
35299.9756,-1.1527,-28.3282,-1.1527,-28.3282
35311.6915,-1.1558,-28.3006,-1.1558,-28.3006
35323.4074,-1.1588,-28.2731,-1.1588,-28.2731
35335.1233,-1.1618,-28.2456,-1.1618,-28.2456
35346.8392,-1.1648,-28.2181,-1.1648,-28.2181
35358.5550,-1.1678,-28.1906,-1.1678,-28.1906
35370.2709,-1.1708,-28.1630,-1.1708,-28.1630
35381.9868,-1.1738,-28.1355,-1.1738,-28.1355
35393.7027,-1.1767,-28.1080,-1.1767,-28.1080
35405.4186,-1.1797,-28.0805,-1.1797,-28.0805
35417.1345,-1.1827,-28.0531,-1.1827,-28.0531
35428.8504,-1.1857,-28.0256,-1.1857,-28.0256
35440.5663,-1.1886,-27.9981,-1.1886,-27.9981
35452.2822,-1.1916,-27.9706,-1.1916,-27.9706
35463.9980,-1.1946,-27.9432,-1.1946,-27.9432
35475.7139,-1.1975,-27.9157,-1.1975,-27.9157
35487.4298,-1.2005,-27.8883,-1.2005,-27.8883
35499.1457,-1.2034,-27.8608,-1.2034,-27.8608
35510.8616,-1.2064,-27.8334,-1.2064,-27.8334
35522.5775,-1.2093,-27.8059,-1.2093,-27.8059
35534.2934,-1.2123,-27.7785,-1.2123,-27.7785
35546.0093,-1.2152,-27.7510,-1.2152,-27.7510
35557.7252,-1.2181,-27.7236,-1.2181,-27.7236
35569.4411,-1.2210,-27.6962,-1.2210,-27.6962
35581.1569,-1.2239,-27.6688,-1.2239,-27.6688
